iter	Logloss
172	0.6355397793
173	0.6355079937
174	0.6354871774
175	0.6354616834
176	0.6354279058
177	0.6354018077
178	0.6353629508
179	0.6353235143
180	0.6353026776
181	0.6352773095
182	0.6352431743
183	0.6352241794
184	0.6351899927
185	0.6351512221
186	0.635150365
187	0.6351215539
188	0.635104536
189	0.6350705644
190	0.6350588936
191	0.6350348656
192	0.6350077269
193	0.6349830551
194	0.6349625736
195	0.6349397532
196	0.6349124613
197	0.6348857633
198	0.6348517308
199	0.6348234072
200	0.6347987031
201	0.6347566046
202	0.6347383613
203	0.6346997638
204	0.6346818519
205	0.6346521382
206	0.6346260599
207	0.6345866354
208	0.6345654806
209	0.6345343681
210	0.6345026817
211	0.6344846339
212	0.6344594532
213	0.6344321323
214	0.6344040849
215	0.6343897244
216	0.6343615241
217	0.6343321591
218	0.6342919112
219	0.6342605833
220	0.6342310002
221	0.6341910373
222	0.6341640947
223	0.6341397877
224	0.6341012677
225	0.6340691543
226	0.6340465433
227	0.6340212727
228	0.6340058642
229	0.6339666818
230	0.6339341375
231	0.6339091732
232	0.6338799038
233	0.6338504281
234	0.6338355682
235	0.63380001
236	0.6337578821
237	0.6337237997
238	0.6336861052
239	0.6336535807
240	0.6336197574
241	0.6335864085
242	0.6335623231
243	0.6335349744
244	0.6335032637
245	0.6334775304
246	0.6334474508
247	0.6334084762
248	0.6333781333
249	0.6333439025
250	0.6333127367
251	0.6332790196
252	0.6332490769
253	0.6332255141
254	0.6332044113
255	0.633182376
256	0.63315568
257	0.6331291118
258	0.6331067141
259	0.6330850852
260	0.6330512585
261	0.6330272071
262	0.6330042514
263	0.6329742753
264	0.6329520214
265	0.6329284898
266	0.6329071988
267	0.6328766934
268	0.6328530519
269	0.6328237287
270	0.6327844003
271	0.6327548409
272	0.6327273917
273	0.6326823218
274	0.6326484034
275	0.6326189823
276	0.6326023316
277	0.6325759186
278	0.6325512599
279	0.6325277302
280	0.6325018932
281	0.6324766275
282	0.6324478461
283	0.6324214131
284	0.6323931704
285	0.6323496644
286	0.6323309089
287	0.6323077471
288	0.6322919031
289	0.6322709362
290	0.6322389075
291	0.6322102757
292	0.6321781728
293	0.6321538484
294	0.6321284381
295	0.6321016246
296	0.6320784186
297	0.6320580186
298	0.6320336846
299	0.632012787
300	0.6319848753
301	0.6319587871
302	0.6319266702
303	0.6319025898
304	0.6318815189
305	0.6318455748
306	0.6318133088
307	0.6317917462
308	0.6317619157
309	0.631745378
310	0.63172321
311	0.6316942606
312	0.6316706616
313	0.631643376
314	0.6316150277
315	0.6315911582
316	0.6315615572
317	0.6315388536
318	0.631515391
319	0.6314983636
320	0.6314746034
321	0.6314550602
322	0.631428222
323	0.6314017025
324	0.631379697
325	0.6313542626
326	0.6313251953
327	0.6312947268
328	0.6312787414
329	0.6312507524
330	0.6312255959
331	0.6311941225
332	0.6311765312
333	0.6311442161
334	0.6311195299
335	0.6310892793
336	0.6310639777
337	0.6310401307
338	0.6310254241
339	0.63099361
340	0.6309714415
341	0.6309559157
342	0.6309408102
343	0.6309207598
344	0.6309056624
345	0.6308787765
346	0.6308569306
347	0.6308362845
348	0.6308169694
349	0.6307972579
350	0.6307716339
351	0.6307568127
352	0.6307320766
353	0.6307129959
354	0.6306976435
355	0.6306776348
356	0.6306485685
357	0.6306266343
358	0.6306098862
359	0.6305850473
360	0.630556519
361	0.6305390302
362	0.6305199792
363	0.6305075855
364	0.6304879255
365	0.6304570499
366	0.6304339723
367	0.6304156749
368	0.6303913541
369	0.6303631953
370	0.6303459917
371	0.6303240388
372	0.6302986934
373	0.6302733331
374	0.6302483106
375	0.6302277464
376	0.6302095348
377	0.630181821
378	0.6301569656
379	0.6301373832
380	0.6301166155
381	0.6300961383
382	0.6300694898
383	0.6300528025
384	0.6300296776
385	0.6300140606
386	0.6299937938
387	0.6299676555
388	0.6299397125
389	0.6299178438
390	0.629895184
391	0.6298725954
392	0.6298526239
393	0.6298364428
394	0.6298115118
395	0.629786037
396	0.6297671064
397	0.6297434448
398	0.6297234822
399	0.6297093878
400	0.629694651
401	0.6296723391
402	0.6296569559
403	0.6296362521
404	0.629610523
405	0.6295845103
406	0.6295630397
407	0.6295395191
408	0.6295114914
409	0.6294870455
410	0.6294691936
411	0.6294552217
412	0.6294360658
413	0.6294083115
414	0.6293825631
415	0.6293670092
416	0.6293341695
417	0.6293180833
418	0.6292953834
419	0.6292739545
420	0.6292481555
421	0.6292291669
422	0.6292118129
423	0.6291931241
424	0.6291691002
425	0.6291467571
426	0.6291338784
427	0.6291150828
428	0.6290903896
429	0.6290714557
430	0.6290550841
431	0.6290345015
432	0.6290171457
433	0.6290004556
434	0.6289802185
435	0.6289600876
436	0.6289398375
437	0.6289157904
438	0.6288953316
439	0.6288666672
440	0.6288397911
441	0.6288153323
442	0.6287909583
443	0.6287739247
444	0.6287580622
445	0.6287417131
446	0.628722502
447	0.6287019099
448	0.6286889133
449	0.6286695634
450	0.6286522358
451	0.6286327157
452	0.6286184079
453	0.6285968491
454	0.6285819272
455	0.6285565726
456	0.6285374349
457	0.6285173894
458	0.6284963195
459	0.6284787234
460	0.6284598113
461	0.6284451904
462	0.6284260472
463	0.6284070353
464	0.6283867061
465	0.6283697034
466	0.628353385
467	0.6283335402
468	0.6283161592
469	0.6282960109
470	0.6282785568
471	0.6282608716
472	0.6282417751
473	0.628216542
474	0.6281961643
475	0.6281788227
476	0.628160704
477	0.6281450548
478	0.6281307437
479	0.6281072315
480	0.6280902661
481	0.6280742684
482	0.6280523255
483	0.6280311286
484	0.6280148155
485	0.6279988613
486	0.6279831275
487	0.6279644845
488	0.6279463501
489	0.6279272494
490	0.6279037485
491	0.6278860342
492	0.6278675217
493	0.6278482217
494	0.6278306336
495	0.6278104698
496	0.6277949923
497	0.6277804983
498	0.6277669313
499	0.6277455947
500	0.6277260903
501	0.6277085969
502	0.6276952305
503	0.6276713402
504	0.6276546315
505	0.6276449251
506	0.6276314622
507	0.6276130135
508	0.627600013
509	0.6275803724
510	0.6275637102
511	0.6275428752
512	0.6275225285
513	0.6275066609
514	0.6274905035
515	0.6274770118
516	0.6274657613
517	0.6274473207
518	0.6274370309
519	0.62742278
520	0.6274065606
521	0.6273837716
522	0.6273687881
523	0.6273493725
524	0.6273277488
525	0.6273089001
526	0.6272957873
527	0.6272821862
528	0.627266865
529	0.6272544055
530	0.6272419607
531	0.627230248
532	0.6272118767
533	0.6271937353
534	0.6271793358
535	0.6271668865
536	0.6271534291
537	0.6271396202
538	0.6271285421
539	0.627107303
540	0.6270888466
541	0.6270704564
542	0.6270430293
543	0.6270282806
544	0.6270134737
545	0.626998476
546	0.6269794314
547	0.6269590686
548	0.6269459936
549	0.6269311196
550	0.6269121695
551	0.6268968721
552	0.6268760151
553	0.6268577071
554	0.6268431668
555	0.6268320327
556	0.6268096891
557	0.6267903228
558	0.6267741926
559	0.6267626396
560	0.6267483024
561	0.6267325966
562	0.6267190698
563	0.6267006513
564	0.6266906692
565	0.6266722004
566	0.6266563596
567	0.6266436696
568	0.6266306675
569	0.6266123626
570	0.6265916741
571	0.6265734259
572	0.6265572844
573	0.6265445706
574	0.6265333773
575	0.6265153233
576	0.6264999793
577	0.6264835907
578	0.6264707479
579	0.6264520476
580	0.6264387777
581	0.6264203363
582	0.626407641
583	0.6263910289
584	0.6263745488
585	0.6263622825
586	0.626349002
587	0.6263335816
588	0.6263138228
589	0.6262937022
590	0.626276988
591	0.6262602528
592	0.6262468955
593	0.6262300002
594	0.6262122179
595	0.6262022427
596	0.626185732
597	0.6261694643
598	0.626147195
599	0.6261277999
600	0.6261125187
601	0.6260962994
602	0.6260852767
603	0.6260758784
604	0.6260572171
605	0.6260463415
606	0.6260346397
607	0.6260123707
608	0.6260023694
609	0.6259869561
610	0.6259737759
611	0.625958624
612	0.6259456379
613	0.6259274426
614	0.6259168963
615	0.6258981249
616	0.6258848676
617	0.6258741328
618	0.6258592719
619	0.6258494005
620	0.6258347027
621	0.6258191958
622	0.625801649
623	0.6257829138
624	0.6257670485
625	0.6257553892
626	0.6257393566
627	0.6257247273
628	0.6257117756
629	0.6257017752
630	0.6256882918
631	0.625676373
632	0.6256632225
633	0.6256519592
634	0.6256348345
635	0.6256190779
636	0.6256060734
637	0.6255908875
638	0.6255742126
639	0.6255527132
640	0.6255394117
641	0.6255264525
642	0.6255128718
643	0.6254987465
644	0.6254831385
645	0.6254657223
646	0.6254541593
647	0.6254437924
648	0.6254282202
649	0.6254090889
650	0.6254002762
651	0.625394022
652	0.6253822259
653	0.6253689611
654	0.6253481431
655	0.6253333299
656	0.6253189838
657	0.6253054703
658	0.625292961
659	0.6252799066
660	0.6252589183
661	0.625248518
662	0.6252337563
663	0.6252191377
664	0.625206359
665	0.6251897483
666	0.6251700454
667	0.6251580333
668	0.6251476929
669	0.6251354432
670	0.6251181062
671	0.6251110585
672	0.6250949396
673	0.6250825139
674	0.6250716039
675	0.6250595225
676	0.6250395264
677	0.6250261635
678	0.6250097344
679	0.6249869507
680	0.6249725952
681	0.6249615851
682	0.6249482093
683	0.6249321471
684	0.6249155009
685	0.6249031514
686	0.6248932055
687	0.6248721408
688	0.6248569372
689	0.6248485134
690	0.6248308994
691	0.6248133191
692	0.6247953639
693	0.6247815523
694	0.6247598957
695	0.6247445238
696	0.6247370309
697	0.6247260376
698	0.6247101386
699	0.6246931685
700	0.6246765135
701	0.6246646129
702	0.6246488838
703	0.6246361723
704	0.624617006
705	0.6246092431
706	0.6245978395
707	0.6245797426
708	0.6245708904
709	0.6245591645
710	0.6245439591
711	0.6245350848
712	0.6245227957
713	0.6245126667
714	0.6244995552
715	0.6244803823
716	0.6244584681
717	0.624441084
718	0.6244238556
719	0.6244087253
720	0.6243984509
721	0.6243849251
722	0.6243711712
723	0.6243585286
724	0.6243501872
725	0.6243404542
726	0.6243228058
727	0.6243125457
728	0.6242985067
729	0.6242822257
730	0.6242654613
731	0.6242496698
732	0.6242368384
733	0.6242216009
734	0.6242078041
735	0.6241990815
736	0.6241878516
737	0.6241697606
738	0.6241515362
739	0.6241394994
740	0.6241263837
741	0.6241102661
742	0.6240875296
743	0.6240687404
744	0.6240550158
745	0.6240458061
746	0.6240324664
747	0.6240154732
748	0.6240016021
749	0.623984664
750	0.6239731195
751	0.6239557949
752	0.6239439278
753	0.6239320836
754	0.6239169491
755	0.6239077237
756	0.623900947
757	0.623885023
758	0.6238660892
759	0.6238486718
760	0.6238406826
761	0.6238292283
762	0.6238164124
763	0.6238019032
764	0.6237836865
765	0.6237669299
766	0.623751173
767	0.6237446138
768	0.6237335931
769	0.6237262123
770	0.6237139895
771	0.6237031403
772	0.6236944794
773	0.6236796782
774	0.6236629142
775	0.6236539709
776	0.6236390539
777	0.6236247694
778	0.6236135398
779	0.6236036322
780	0.6235928573
781	0.6235795238
782	0.6235734472
783	0.623561503
784	0.623551419
785	0.6235362282
786	0.6235208741
787	0.6235096652
788	0.6234950252
789	0.6234793877
790	0.6234667471
791	0.6234523496
792	0.6234431422
793	0.6234279714
794	0.6234180016
795	0.6234044214
796	0.6233906916
797	0.6233768166
798	0.623364209
799	0.623351035
